DateTime,VOLTAGE,TURBINE INLET TEMP,SW PUMP DIS PRES,STATOR HIGHEST TEMP,STATOR 6 TEMP,STATOR 5 TEMP,STATOR 4 TEMP,STATOR 3 TEMP,STATOR 2 TEMP,STATOR 1 TEMP,POWER FACTOR,POWER,LUBE OIL FILTER DP,LO SUMP LEVEL: 1=N,HP AIR PRES,GEN SW STRNR DP,GEN LO PRES,GEN LO LEVEL:1=N,GEN LO CLR OUT PRES,GEN LO CLR IN PRES,GEN BEARING TEMP,GEN AIR TEMP,GEN AIR CLR OUT P,GEN AIR CLR IN P,GEARBOX OIL PRES,FUEL OIL HEAD PRES,FUEL OIL HEAD  TEMP,FUEL MANIFOLD PRES,FUEL FILTER DP,FREQUENCY,EXCTR BEARING TEMP,ENGINE VIBS,ENGINE SPEED,ENGINE LO PRES,ENG LUBE OIL TEMP,ENG LO CLR OUT PRES,ENG LO CLR IN PRES,ENCLOSURE TEMP,CURRENT,COALESCER DIFF PRES,BLEED AIR HEAD PRES,BEARING TEMP FWD,BEARING TEMP AFT,indicator,GTG1,GTG2,GTG3,normal
2016-07-20 18:21:00,5.599999905,77.09999847,35,93,93.0,90.80000305,90.80000305,89.30000305,92.80000305,93.19999695,-4248472.5,-4.674821881798098,2.0,1,2900,0.5,24.20000076,1,10.0,12.0,85.40000153,95,18,22,64,61,94,220,1.0,0.0,82.19999695,0.059999999000000005,2351.100098,11.39999962,78.09999847,7.0,0.5,79.5,2.0,3.0,0.0,85,82,GTG2,0,1,0,-1
2016-07-20 18:21:00,7.900000095,78.09999847,35,96,94.69999695,89.30000305,89.80000305,88.69999695,95.5,91.59999847,-2989666.0,-4.674821881798098,2.0,1,2900,0.5,15.69999981,1,10.0,12.0,85.59999847,95,18,22,64,61,94,220,1.0,0.0,82.40000153,0.079999998,2556.199951,6.5,78.40000153,7.0,0.5,79.5,2.0,3.0,0.0,86,82,GTG2,0,1,0,-1
2016-07-20 18:22:00,15.19999981,974.5999756000001,35,99,96.90000153,88.5,88.69999695,86.30000305,99.40000153,86.09999847,-1552326.5,-4.674821881798098,2.0,1,2900,0.5,16.20000076,1,10.0,12.0,85.90000153,95,18,22,64,61,94,220,1.0,0.0,82.80000305,0.150000006,3098.100098,9.699999809,78.40000153,7.0,0.5,79.5,2.0,3.0,0.0,86,83,GTG2,0,1,0,-1
2016-07-20 18:50:00,51.0,304.7000122,35,136,91.40000153,107.1999969,120.3000031,111.90000149999999,118.1999969,135.6999969,-463913.6563,-4.674821881798098,2.0,1,2900,0.5,12.5,1,10.0,12.0,150.8999939,104,18,22,64,61,94,220,1.0,0.10000000099999999,147.0,0.07,2959.0,13.0,122.90000149999999,7.0,0.5,126.1999969,2.0,3.0,0.0,151,147,GTG2,0,1,0,1
2016-07-20 18:50:00,41.29999924,299.7999878,35,130,110.5,129.6999969,107.40000149999999,108.0,115.40000149999999,90.40000153,-572489.25,-4.674821881798098,2.0,1,2900,0.5,12.0,1,10.0,12.0,150.6000061,104,18,22,64,61,94,220,1.0,0.0,146.1999969,0.059999999000000005,2753.899902,11.69999981,122.90000149999999,7.0,0.5,126.0,2.0,3.0,0.0,151,146,GTG2,0,1,0,1
2016-07-20 18:50:00,32.79999924,362.2999878,35,120,120.3000031,108.1999969,99.40000153,103.9000015,97.5,93.40000153,-720723.0,-4.674821881798098,2.0,1,2900,0.5,11.69999981,1,10.0,12.0,150.0,104,18,22,64,61,94,220,1.0,0.0,145.6000061,0.039999999,2556.199951,10.5,122.90000149999999,7.0,0.5,126.40000149999999,2.0,3.0,0.0,150,146,GTG2,0,1,0,1
2016-07-20 18:50:00,26.39999962,357.39999389999997,35,111,104.0999985,107.0,106.8000031,100.8000031,107.1999969,111.09999850000001,-896899.75,-4.674821881798098,2.0,1,2900,0.5,11.19999981,1,10.0,12.0,149.8000031,104,18,22,64,61,94,220,1.0,0.0,145.1000061,0.039999999,2387.699951,9.5,122.90000149999999,7.0,0.5,126.1999969,2.0,3.0,0.0,150,145,GTG2,0,1,0,1
2016-07-20 18:50:00,19.29999924,351.60000610000003,35,112,106.40000149999999,106.09999850000001,107.40000149999999,104.6999969,112.09999850000001,103.9000015,-1223045.125,-4.674821881798098,2.0,1,2900,0.5,10.60000038,1,10.0,12.0,148.6000061,104,18,22,64,61,94,220,1.0,0.0,144.3000031,0.039999999,2175.300049,8.300000191,122.6999969,7.0,0.5,126.59999850000001,2.0,3.0,0.0,149,144,GTG2,0,1,0,1
2016-07-22 01:19:00,47.5,298.7999878,35,147,119.3000031,107.40000149999999,114.59999850000001,126.40000149999999,133.6000061,146.6999969,-498277.6563,-4.674821881798098,2.0,1,2900,0.5,11.39999962,1,10.0,12.0,159.8999939,113,18,22,64,61,94,220,1.0,0.10000000099999999,153.6999969,0.079999998,2966.300049,12.39999962,131.3000031,7.0,0.5,138.1000061,2.0,3.0,0.0,160,154,GTG2,0,1,0,1
2016-07-22 01:19:00,38.70000076,361.2999878,35,127,126.1999969,97.5,126.59999850000001,119.09999850000001,108.0,110.1999969,-611522.5625,-4.674821881798098,2.0,1,2900,0.5,11.0,1,10.0,12.0,159.1000061,113,18,22,64,61,94,220,1.0,0.0,153.1000061,0.09000000400000001,2768.600098,11.30000019,130.8999939,7.0,0.5,138.1000061,2.0,3.0,0.0,159,153,GTG2,0,1,0,1
