DateTime,VOLTAGE,TURBINE INLET TEMP,SW PUMP DIS PRES,STATOR HIGHEST TEMP,STATOR 6 TEMP,STATOR 5 TEMP,STATOR 4 TEMP,STATOR 3 TEMP,STATOR 2 TEMP,STATOR 1 TEMP,POWER FACTOR,POWER,LUBE OIL FILTER DP,LO SUMP LEVEL: 1=N,HP AIR PRES,GEN SW STRNR DP,GEN LO PRES,GEN LO LEVEL:1=N,GEN LO CLR OUT PRES,GEN LO CLR IN PRES,GEN BEARING TEMP,GEN AIR TEMP,GEN AIR CLR OUT P,GEN AIR CLR IN P,GEARBOX OIL PRES,FUEL OIL HEAD PRES,FUEL OIL HEAD  TEMP,FUEL MANIFOLD PRES,FUEL FILTER DP,FREQUENCY,EXCTR BEARING TEMP,ENGINE VIBS,ENGINE SPEED,ENGINE LO PRES,ENG LUBE OIL TEMP,ENG LO CLR OUT PRES,ENG LO CLR IN PRES,ENCLOSURE TEMP,CURRENT,COALESCER DIFF PRES,BLEED AIR HEAD PRES,BEARING TEMP FWD,BEARING TEMP AFT,indicator,GTG1,GTG2,GTG3,normal
2016-07-21 23:16:00,5.599999905,85.90000153,32,102,99.19999695,99.0,70.69999695,94.90000153,100.5999985,102.0,55.31999969,-3.900000095,2.0,1,2700,1.0,9.199999809,1,0.5,10.0,85.0,96,15,21,68,78,92,200,2.0,-0.10000000099999999,84.59999847,0.039999999,2263.199951,0.0,84.80000305,0.5,0.5,86.0,-7.0,7.0,0.0,85,85,GTG3,0,0,1,-1
2016-07-21 23:16:00,7.3000001910000005,85.90000153,32,102,101.4000015,96.69999695,70.5,93.59999847,100.4000015,101.8000031,42.04000092,-3.900000095,2.0,1,2700,1.0,9.300000191,1,0.5,10.0,85.19999695,96,15,21,68,78,92,200,2.0,-0.10000000099999999,84.80000305,0.050000000999999995,2424.300049,0.0,84.40000153,0.5,0.5,86.0,-7.0,7.0,0.0,85,85,GTG3,0,0,1,-1
2016-07-21 23:16:00,11.39999962,87.90000153,32,105,104.90000149999999,98.0,70.69999695,93.59999847,100.4000015,101.5999985,26.95000076,-3.900000095,2.0,1,2700,1.0,9.699999809,1,0.5,10.0,85.59999847,96,15,21,68,78,92,200,2.0,-0.10000000099999999,85.19999695,0.050000000999999995,2680.699951,0.0,84.80000305,0.5,0.5,86.0,-7.0,7.0,0.0,86,85,GTG3,0,0,1,-1
2016-07-21 23:16:00,16.39999962,88.90000153,32,105,104.5,105.5,69.09999847,97.69999695,99.19999695,99.40000153,18.77000046,-3.900000095,2.0,1,2700,1.0,10.0,1,0.5,10.0,85.90000153,96,15,21,68,78,92,200,2.0,-0.10000000099999999,85.30000305,0.039999999,2907.699951,0.0,84.5,0.5,0.5,86.0,-7.0,7.0,0.0,86,85,GTG3,0,0,1,-1
2016-07-21 23:31:00,14.89999962,97.69999695,32,104,95.5,97.5,71.5,93.0,102.5,103.9000015,20.61000061,-3.900000095,2.0,1,2700,1.0,10.19999981,1,0.5,10.0,86.80000305,96,15,21,68,78,92,200,2.0,-0.10000000099999999,86.80000305,0.029999999,2849.100098,14.80000019,79.90000153,0.5,0.5,87.0,-7.0,7.0,0.0,87,87,GTG3,0,0,1,1
2016-07-22 01:20:00,50.70000076,356.39999389999997,32,132,122.3000031,113.5,101.0,122.90000149999999,132.1999969,121.90000149999999,-198135.4949185004,-11.69999981,2.0,1,2700,1.0,17.60000038,1,0.5,10.0,153.3000031,108,15,21,68,78,92,200,2.0,0.0,166.0,0.050000000999999995,2988.300049,9.800000191,123.40000149999999,0.5,0.5,123.0,0.0,7.0,0.0,153,166,GTG3,0,0,1,1
2016-07-22 01:20:00,39.79999924,350.60000610000003,32,128,125.59999850000001,127.6999969,88.30000305,121.09999850000001,119.90000149999999,120.3000031,-198135.4949185004,-3.900000095,2.0,1,2700,1.0,17.5,1,0.5,10.0,152.1999969,108,15,21,68,78,92,200,2.0,0.0,164.8999939,0.059999999000000005,2753.899902,8.800000191,123.40000149999999,0.5,0.5,123.0,0.0,7.0,0.0,152,165,GTG3,0,0,1,1
2016-07-22 01:20:00,31.89999962,346.7000122,32,126,124.59999850000001,109.0,95.5,108.40000149999999,121.90000149999999,126.1999969,-198135.4949185004,-3.900000095,2.0,1,2700,1.0,17.39999962,1,0.5,10.0,151.3999939,108,15,21,68,78,92,200,2.0,0.0,164.6000061,0.039999999,2563.5,7.900000095,123.40000149999999,0.5,0.5,123.0,0.0,7.0,0.0,151,165,GTG3,0,0,1,1
2016-07-22 01:20:00,25.79999924,341.7999878,32,124,115.8000031,120.6999969,89.80000305,121.6999969,121.3000031,123.59999850000001,17.92000008,-3.900000095,2.0,1,2700,1.0,17.29999924,1,0.5,10.0,151.1000061,108,15,21,68,78,92,200,2.0,0.0,164.1000061,0.029999999,2387.699951,7.099999905,123.5,0.5,0.5,123.0,-5.0,7.0,0.0,151,164,GTG3,0,0,1,1
2016-07-22 01:20:00,18.79999924,336.89999389999997,32,125,119.3000031,112.5,90.80000305,112.3000031,124.59999850000001,124.8000031,-198135.4949185004,-3.900000095,2.0,1,2700,1.0,17.10000038,1,0.5,10.0,150.3000031,108,15,21,68,78,92,200,2.0,0.0,163.3000031,0.029999999,2175.300049,6.099999905,123.5,0.5,0.5,123.0,0.0,7.0,0.0,150,163,GTG3,0,0,1,1
2016-07-23 00:21:00,50.09999847,359.39999389999997,32,132,115.8000031,129.3000031,73.59999847,114.09999850000001,131.3999939,131.8000031,-198135.4949185004,-13.69999981,2.0,1,2700,1.0,17.39999962,1,0.5,10.0,154.3000031,110,15,21,68,78,92,200,2.0,0.0,167.1999969,0.050000000999999995,3002.899902,9.800000191,124.3000031,0.5,0.5,127.0,0.0,7.0,0.0,154,167,GTG3,0,0,1,1
2016-07-23 00:21:00,43.90000153,356.39999389999997,32,132,115.1999969,132.1999969,103.9000015,123.40000149999999,123.59999850000001,122.09999850000001,-198135.4949185004,-17.60000038,2.0,1,2700,1.0,17.39999962,1,0.5,10.0,153.8999939,110,15,21,68,78,92,200,2.0,0.0,166.8999939,0.07,2878.399902,9.399999618999999,124.3000031,0.5,0.5,128.0,0.0,7.0,0.0,154,167,GTG3,0,0,1,1
2016-07-23 00:21:00,31.89999962,348.60000610000003,32,127,102.0999985,107.40000149999999,87.30000305,121.6999969,122.09999850000001,127.0,-198135.4949185004,0.0,2.0,1,2700,1.0,7.5,1,0.5,10.0,152.6999969,110,15,21,68,78,92,200,2.0,0.0,166.0,0.050000000999999995,2585.399902,7.900000095,124.3000031,0.5,0.5,128.0,0.0,7.0,0.0,153,166,GTG3,0,0,1,1
2016-07-23 00:21:00,25.20000076,343.7999878,32,127,127.09999850000001,127.09999850000001,93.59999847,114.5,127.0,125.1999969,-198135.4949185004,-3.900000095,2.0,1,2700,1.0,17.10000038,1,0.5,10.0,152.1000061,110,15,21,68,78,92,200,2.0,0.0,165.5,0.039999999,2402.300049,7.099999905,124.5,0.5,0.5,128.0,0.0,7.0,0.0,152,166,GTG3,0,0,1,1
2016-07-23 00:21:00,18.5,338.89999389999997,32,128,118.59999850000001,116.40000149999999,96.90000153,122.6999969,124.0,128.1000061,-198135.4949185004,-3.900000095,2.0,1,2700,1.0,16.89999962,1,0.5,10.0,151.1999969,110,15,21,68,78,92,200,2.0,0.0,164.6999969,0.039999999,2189.899902,6.099999905,124.5,0.5,0.5,128.0,0.0,7.0,0.0,151,165,GTG3,0,0,1,1
2016-07-25 15:28:00,48.90000153,343.7999878,36,142,141.6000061,94.69999695,106.3000031,115.1999969,123.0,113.6999969,-198135.4949185004,-3.900000095,4.0,1,2800,1.0,18.20000076,1,2.0,0.0,151.3999939,101,9,13,68,64,88,122,2.0,0.0,164.6000061,0.059999999000000005,2922.399902,10.19999981,117.1999969,0.0,3.0,117.0,0.0,5.0,0.0,151,165,GTG3,0,0,1,1
